Wavenumber,Intensity
400.6888,99.179576
402.5525,98.813388
404.4162,98.943806
406.2798,98.588623
408.1435,98.951311
410.0072,98.712624
411.8708,96.756017
413.7345,95.801870
415.5982,95.697577
417.4618,94.453629
419.3255,95.646640
421.1892,96.990788
423.0528,96.798203
424.9165,96.613001
426.7802,96.563425
428.6439,95.557356
430.5075,95.024603
432.3712,95.658859
434.2349,95.736806
436.0985,95.378496
437.9622,95.551747
439.8259,95.248105
441.6895,95.233449
443.5532,95.327161
445.4169,95.319344
447.2805,95.187745
449.1442,94.906300
451.0079,94.792117
452.8715,94.910022
454.7352,94.660754
456.5989,94.382846
458.4626,94.554569
460.3262,95.238928
462.1899,95.403576
464.0536,95.113494
465.9172,94.858073
467.7809,94.893842
469.6446,95.028206
471.5082,95.193647
473.3719,95.314674
475.2356,94.993302
477.0992,94.773106
478.9629,95.055810
480.8266,95.226857
482.6902,95.205551
484.5539,95.211213
486.4176,95.276993
488.2813,95.453896
490.1449,95.610750
492.0086,95.477244
493.8723,95.497127
495.7359,95.518195
497.5996,95.512780
499.4633,95.643699
501.3269,95.801376
503.1906,95.708019
505.0543,95.684172
506.9179,95.751672
508.7816,95.843777
510.6453,95.847059
512.5090,95.867729
514.3726,95.825544
516.2363,95.858923
518.1000,95.991746
519.9636,96.177884
521.8273,96.150445
523.6910,96.111760
525.5546,96.237463
527.4183,96.372572
529.2820,96.328351
531.1456,96.284067
533.0093,96.312583
534.8730,96.335367
536.7366,96.441411
538.6003,96.554889
540.4640,96.440564
542.3277,96.422934
544.1913,96.598884
546.0550,96.698825
547.9187,96.652668
549.7823,96.545908
551.6460,96.583359
553.5097,96.774984
555.3733,96.826554
557.2370,96.662253
559.1007,96.608940
560.9643,96.639634
562.8280,96.592754
564.6917,96.545379
566.5554,96.523835
568.4190,96.571494
570.2827,96.583351
572.1464,96.518019
574.0100,96.537504
575.8737,96.570398
577.7374,96.556537
579.6010,96.512842
581.4647,96.440354
583.3284,96.449107
585.1920,96.454060
587.0557,96.397729
588.9194,96.377785
590.7830,96.398574
592.6467,96.430102
594.5104,96.461125
596.3741,96.418808
598.2377,96.423656
600.1014,96.435886
601.9651,96.493279
603.8287,96.550559
605.6924,96.547233
607.5561,96.518916
609.4197,96.540073
611.2834,96.581349
613.1471,96.587082
615.0107,96.570322
616.8744,96.574699
618.7381,96.609518
620.6017,96.619786
622.4654,96.592963
624.3291,96.586081
626.1928,96.619450
628.0564,96.648626
629.9201,96.639062
631.7838,96.652105
633.6474,96.673766
635.5111,96.689484
637.3748,96.704700
639.2384,96.721939
641.1021,96.779011
642.9658,96.759654
644.8294,96.695895
646.6931,96.696596
648.5568,96.769170
650.4205,96.789992
652.2841,96.761251
654.1478,96.775404
656.0115,96.813023
657.8751,96.819862
659.7388,96.765027
661.6025,96.774668
663.4661,96.789166
665.3298,96.859832
667.1935,96.880676
669.0571,96.797753
670.9208,96.812727
672.7845,96.831291
674.6481,96.816224
676.5118,96.834095
678.3755,96.848979
680.2392,96.835920
682.1028,96.840821
683.9665,96.849000
685.8302,96.864182
687.6938,96.858292
689.5575,96.830893
691.4212,96.844590
693.2848,96.849589
695.1485,96.808833
697.0122,96.793623
698.8758,96.812309
700.7395,96.813395
702.6032,96.759440
704.4669,96.679115
706.3305,96.586292
708.1942,96.432404
710.0579,96.242606
711.9215,96.208325
713.7852,96.405372
715.6489,96.698757
717.5125,96.952378
719.3762,97.147013
721.2399,97.244965
723.1035,97.214212
724.9672,97.207464
726.8309,97.216869
728.6945,97.196702
730.5582,97.160853
732.4219,97.169449
734.2856,97.182927
736.1492,97.202790
738.0129,97.184446
739.8766,97.151099
741.7402,97.179395
743.6039,97.171023
745.4676,97.157600
747.3312,97.174480
749.1949,97.160446
751.0586,97.149465
752.9222,97.177208
754.7859,97.172910
756.6496,97.126996
758.5132,97.106703
760.3769,97.122621
762.2406,97.126932
764.1043,97.114537
765.9679,97.080993
767.8316,97.064616
769.6953,97.058558
771.5589,97.055466
773.4226,97.065895
775.2863,97.061619
777.1499,97.051711
779.0136,97.028619
780.8773,96.988639
782.7409,96.987013
784.6046,97.027913
786.4683,97.063544
788.3320,97.041215
790.1956,97.007045
792.0593,97.003222
793.9230,97.001173
795.7866,97.002609
797.6503,96.993312
799.5140,96.995687
801.3776,97.008983
803.2413,96.988394
805.1050,96.988516
806.9686,96.998768
808.8323,96.992080
810.6960,96.990249
812.5596,96.989734
814.4233,96.998557
816.2870,96.987442
818.1507,96.979730
820.0143,96.981515
821.8780,96.954952
823.7417,96.940752
825.6053,96.959328
827.4690,96.939812
829.3327,96.915473
831.1963,96.915346
833.0600,96.874841
834.9237,96.834784
836.7873,96.823754
